日期,天序号,时段序号,时段起,时段止,电价_元每kWh,负载_kW,光伏_kW,计划购电量_kWh,充电量_kWh,放电量_kWh,紧急购电量_kWh,时段末储电量_kWh,终端余值单价_元每kWh
2025-04-14,104,10,1:30,1:40,0.4305,3503.5874,0.0000,1250.5979,666.6667,0.0000,0.0000,7050.0000,0.3639
2025-04-14,104,11,1:40,1:50,0.4550,3539.1281,0.0000,589.8547,0.0000,0.0000,0.0000,7050.0000,0.3639
2025-04-14,104,12,1:50,2:00,0.4359,3509.5300,0.0000,584.9217,0.0000,0.0000,0.0000,7050.0000,0.3639
2025-04-14,104,13,2:00,2:10,0.4484,3608.0738,0.0000,601.3456,0.0000,0.0000,0.0000,7050.0000,0.3639
2025-04-14,104,14,2:10,2:20,0.4405,3648.6000,0.0000,608.1000,0.0000,0.0000,0.0000,7050.0000,0.3639
2025-04-14,104,15,2:20,2:30,0.4086,3591.3900,0.0000,1431.8983,833.3333,0.0000,0.0000,7800.0000,0.3639
2025-04-14,104,16,2:30,2:40,0.4178,3606.6356,0.0000,1434.4393,833.3333,0.0000,0.0000,8550.0000,0.3639
2025-04-14,104,17,2:40,2:50,0.4785,3717.2274,0.0000,619.5379,0.0000,0.0000,0.0000,8550.0000,0.3639
2025-04-14,104,18,2:50,3:00,0.5202,3772.6300,0.0000,628.7717,0.0000,0.0000,0.0000,8550.0000,0.3639
2025-04-14,104,19,3:00,3:10,0.4590,3601.6687,0.0000,600.2781,0.0000,0.0000,0.0000,8550.0000,0.3639
2025-04-14,104,20,3:10,3:20,0.4146,3475.3233,0.0000,1412.5539,833.3333,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,21,3:20,3:30,0.4402,3528.4600,0.0000,588.0767,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,22,3:30,3:40,0.4777,3640.4692,0.0000,606.7449,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,23,3:40,3:50,0.4979,3669.4767,0.0000,611.5794,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,24,3:50,4:00,0.4898,3656.2500,0.0000,609.3750,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,25,4:00,4:10,0.4623,3727.5402,0.0074,621.2555,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,26,4:10,4:20,0.4638,3632.8240,0.0000,605.4707,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,27,4:20,4:30,0.4790,3473.7300,0.0000,578.9550,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,28,4:30,4:40,0.4527,3630.4228,0.1033,605.0532,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,29,4:40,4:50,0.4601,3814.6314,0.0000,635.7719,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,30,4:50,5:00,0.4872,3826.3600,0.0000,637.7267,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,31,5:00,5:10,0.4457,3738.8250,1.4392,622.8976,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,32,5:10,5:20,0.4320,3670.2040,0.0000,611.7007,0.0000,0.0000,0.0000,9300.0000,0.3639
2025-04-14,104,33,5:20,5:30,0.4218,3596.1200,0.0000,1432.6867,833.3333,0.0000,0.0000,10050.0000,0.3639
2025-04-14,104,34,5:30,5:40,0.3441,3523.2755,55.6015,1411.2790,833.3333,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,35,5:40,5:50,0.5867,4131.3197,215.2690,0.0000,0.0000,652.6751,0.0000,10074.8054,0.3639
2025-04-14,104,36,5:50,6:00,0.9956,5016.1000,460.2000,0.0000,0.0000,759.3167,0.0000,9231.1202,0.3639
2025-04-14,104,37,6:00,6:10,0.9853,4985.8397,720.2590,0.0000,0.0000,710.9301,0.0000,8441.1979,0.3639
2025-04-14,104,38,6:10,6:20,0.8631,4687.2300,1009.4019,0.0000,0.0000,612.9713,0.0000,7760.1186,0.3639
2025-04-14,104,39,6:20,6:30,0.8408,4652.8400,1319.0625,0.0000,0.0000,555.6296,0.0000,7142.7524,0.3639
2025-04-14,104,40,6:30,6:40,0.8298,4807.1813,1606.1405,0.0000,0.0000,533.5068,0.0000,6549.9671,0.3639
2025-04-14,104,41,6:40,6:50,0.8408,4992.8451,1867.2235,0.0000,0.0000,520.9369,0.0000,5971.1483,0.3639
2025-04-14,104,42,6:50,7:00,0.8575,5043.9500,2119.3875,0.0000,0.0000,487.4271,0.0000,5429.5626,0.3639
2025-04-14,104,43,7:00,7:10,0.8306,4891.9111,2386.3339,0.0000,0.0000,417.5962,0.0000,4965.5668,0.3639
2025-04-14,104,44,7:10,7:20,0.7975,4816.7081,2678.8069,0.0000,0.0000,356.3169,0.0000,4569.6592,0.3639
2025-04-14,104,45,7:20,7:30,0.7441,4766.5200,3023.7375,0.0000,0.0000,290.4638,0.0000,4246.9217,0.3639
2025-04-14,104,46,7:30,7:40,0.6627,4591.9890,3442.0479,0.0000,0.0000,191.6568,0.0000,4033.9696,0.3639
2025-04-14,104,47,7:40,7:50,0.8459,5348.9577,3856.4016,0.0000,0.0000,248.7593,0.0000,3757.5704,0.3639
2025-04-14,104,48,7:50,8:00,1.1574,6575.0900,4253.8875,0.0000,0.0000,386.8671,0.0000,3327.7181,0.3639
2025-04-14,104,49,8:00,8:10,1.1445,6639.4115,4659.5311,0.0000,0.0000,329.9801,0.0000,2961.0735,0.3639
2025-04-14,104,50,8:10,8:20,1.0897,6484.2106,4907.1485,0.0000,0.0000,262.8437,0.0000,2669.0250,0.3639
2025-04-14,104,51,8:20,8:30,1.1084,6611.5100,5097.1875,0.0000,0.0000,252.3871,0.0000,2388.5949,0.3639
2025-04-14,104,52,8:30,8:40,1.0341,6567.5751,5491.2096,0.0000,0.0000,179.3942,0.0000,2189.2680,0.3639
2025-04-14,104,53,8:40,8:50,0.9931,6484.6245,5752.2570,0.0000,0.0000,122.0613,0.0000,2053.6444,0.3639
2025-04-14,104,54,8:50,9:00,1.0232,6527.7900,5815.2750,0.0000,0.0000,118.7525,0.0000,1921.6971,0.3639
2025-04-14,104,55,9:00,9:10,1.0239,6671.9435,5955.7883,0.0000,0.0000,119.3592,0.0000,1789.0758,0.3639
2025-04-14,104,56,9:10,9:20,1.0064,6650.4183,6121.8824,0.0000,0.0000,88.0893,0.0000,1691.1988,0.3639
2025-04-14,104,57,9:20,9:30,0.9811,6517.2600,6408.1125,0.0000,0.0000,18.1913,0.0000,1670.9863,0.3639
2025-04-14,104,58,9:30,9:40,0.9417,6573.7073,6944.1706,0.0000,61.7439,0.0000,0.0000,1726.5558,0.3639
2025-04-14,104,59,9:40,9:50,0.9321,6603.3366,7111.6111,0.0000,84.7124,0.0000,0.0000,1802.7969,0.3639
2025-04-14,104,60,9:50,10:00,0.9297,6538.9000,7087.7250,0.0000,91.4708,0.0000,0.0000,1885.1207,0.3639
2025-04-14,104,61,10:00,10:10,0.8718,6528.8181,7595.4912,0.0000,177.7788,0.0000,0.0000,2045.1217,0.3639
2025-04-14,104,62,10:10,10:20,0.8523,6462.0330,7659.9295,0.0000,199.6494,0.0000,0.0000,2224.8061,0.3639
2025-04-14,104,63,10:20,10:30,0.8997,6362.0600,7249.7250,0.0000,147.9442,0.0000,0.0000,2357.9559,0.3639
2025-04-14,104,64,10:30,10:40,0.9167,6390.1971,7377.7468,0.0000,164.5916,0.0000,0.0000,2506.0883,0.3639
2025-04-14,104,65,10:40,10:50,0.7340,6450.3889,7733.1354,0.0000,213.7911,0.0000,0.0000,2698.5003,0.3639
2025-04-14,104,66,10:50,11:00,0.4588,6419.0900,8010.8250,105.9112,371.2004,0.0000,0.0000,3032.5807,0.3639
2025-04-14,104,67,11:00,11:10,0.3936,6258.1187,8216.8863,506.8721,833.3333,0.0000,0.0000,3782.5807,0.3639
2025-04-14,104,68,11:10,11:20,0.4503,6112.6674,8207.8839,484.1306,833.3333,0.0000,0.0000,4532.5807,0.3639
2025-04-14,104,69,11:20,11:30,0.4970,6132.7400,8105.5125,0.0000,328.7954,0.0000,0.0000,4828.4966,0.3639
2025-04-14,104,70,11:30,11:40,0.4823,6310.4745,8215.8522,0.0000,317.5629,0.0000,0.0000,5114.3032,0.3639
2025-04-14,104,71,11:40,11:50,0.4470,6199.3984,8360.1554,473.2072,833.3333,0.0000,0.0000,5864.3032,0.3639
2025-04-14,104,72,11:50,12:00,0.4424,5936.4100,8306.2500,438.3600,833.3333,0.0000,0.0000,6614.3032,0.3639
2025-04-14,104,73,12:00,12:10,0.4860,6081.0426,8013.7838,0.0000,322.1235,0.0000,0.0000,6904.2144,0.3639
2025-04-14,104,74,12:10,12:20,0.5098,6139.0424,7907.7136,0.0000,294.7785,0.0000,0.0000,7169.5151,0.3639
2025-04-14,104,75,12:20,12:30,0.4602,5936.2000,8133.3375,0.0000,366.1896,0.0000,0.0000,7499.0857,0.3639
2025-04-14,104,76,12:30,12:40,0.3779,5856.9615,8450.6542,401.0512,833.3333,0.0000,0.0000,8249.0857,0.3639
2025-04-14,104,77,12:40,12:50,0.5224,6133.4188,8660.7490,0.0000,421.2217,0.0000,0.0000,8628.1852,0.3639
2025-04-14,104,78,12:50,13:00,0.7898,6439.5700,8612.7000,0.0000,362.1883,0.0000,0.0000,8954.1547,0.3639
2025-04-14,104,79,13:00,13:10,0.8048,6215.7263,8312.5998,0.0000,349.4789,0.0000,0.0000,9268.6857,0.3639
2025-04-14,104,80,13:10,13:20,0.7645,5998.4631,8228.3927,0.0000,371.6549,0.0000,0.0000,9603.1752,0.3639
2025-04-14,104,81,13:20,13:30,0.8049,6080.2400,8199.3750,0.0000,353.1892,0.0000,0.0000,9921.0454,0.3639
2025-04-14,104,82,13:30,13:40,0.8592,6238.0254,7657.8023,0.0000,236.6295,0.0000,0.0000,10134.0120,0.3639
2025-04-14,104,83,13:40,13:50,0.8854,6291.4209,7340.5375,0.0000,174.8528,0.0000,0.0000,10291.3795,0.3639
2025-04-14,104,84,13:50,14:00,0.8981,6288.0100,7358.5500,0.0000,178.4233,0.0000,0.0000,10451.9605,0.3639
2025-04-14,104,85,14:00,14:10,0.9333,6397.9540,7095.0656,0.0000,116.1853,0.0000,0.0000,10556.5272,0.3639
2025-04-14,104,86,14:10,14:20,0.9283,6443.1506,6846.2535,0.0000,67.1838,0.0000,0.0000,10616.9926,0.3639
2025-04-14,104,87,14:20,14:30,0.9067,6331.1400,6761.2875,0.0000,71.6912,0.0000,0.0000,10681.5148,0.3639
2025-04-14,104,88,14:30,14:40,0.9352,6159.7727,6635.4431,0.0000,79.2784,0.0000,0.0000,10752.8653,0.3639
2025-04-14,104,89,14:40,14:50,0.8230,6082.8926,6397.1238,0.0000,52.3719,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,90,14:50,15:00,0.6296,6150.0800,6139.4625,1.7696,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,91,15:00,15:10,0.6207,6271.2154,6000.4003,45.1358,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,92,15:10,15:20,0.6364,6270.8533,5797.2819,78.9286,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,93,15:20,15:30,0.6242,6138.1900,5470.7625,111.2379,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,94,15:30,15:40,0.6932,6041.3138,5137.3420,150.6620,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,95,15:40,15:50,0.7374,6115.0634,4799.7503,219.2189,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,96,15:50,16:00,0.7453,6255.5200,4481.9625,295.5929,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,97,16:00,16:10,0.8109,6216.4431,4224.6488,331.9657,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,98,16:10,16:20,0.8566,6094.3855,3932.5969,360.2981,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,99,16:20,16:30,0.8621,6038.0400,3591.9375,407.6837,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,100,16:30,16:40,0.8861,6101.4228,3271.4938,471.6548,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,101,16:40,16:50,0.8966,6114.3632,2910.7693,533.9323,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,102,16:50,17:00,0.8917,6084.1600,2494.0500,598.3517,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,103,17:00,17:10,0.9133,6151.9347,2081.6545,678.3800,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,104,17:10,17:20,0.9601,6084.3993,1722.1972,727.0337,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,105,17:20,17:30,0.9989,6070.2500,1408.3500,776.9833,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,106,17:30,17:40,1.0055,6366.9113,1097.4321,878.2465,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,107,17:40,17:50,1.0679,5537.7640,811.6910,787.6788,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,108,17:50,18:00,1.1798,4074.7600,538.3500,589.4017,0.0000,0.0000,0.0000,10800.0000,0.3639
2025-04-14,104,109,18:00,18:10,1.2353,4021.7985,249.5060,0.0000,0.0000,628.7154,0.0000,10101.4273,0.3639
2025-04-14,104,110,18:10,18:20,1.2261,4259.7968,58.9491,0.0000,0.0000,700.1413,0.0000,9323.4926,0.3639
2025-04-14,104,111,18:20,18:30,1.2050,4225.5900,0.0000,704.2650,0.0000,0.0000,0.0000,9323.4926,0.3639
2025-04-14,104,112,18:30,18:40,1.2358,4464.1751,0.0000,0.0000,0.0000,744.0292,0.0000,8496.7935,0.3639
2025-04-14,104,113,18:40,18:50,1.2852,4494.1699,1.3796,0.0000,0.0000,748.7984,0.0000,7664.7953,0.3639
2025-04-14,104,114,18:50,19:00,1.3010,4273.8500,0.0000,0.0000,0.0000,712.3083,0.0000,6873.3416,0.3639
2025-04-14,104,115,19:00,19:10,1.2586,4286.1412,0.0000,0.0000,0.0000,714.3569,0.0000,6079.6117,0.3639
2025-04-14,104,116,19:10,19:20,1.2187,4285.4700,0.0991,714.2285,0.0000,0.0000,0.0000,6079.6117,0.3639
2025-04-14,104,117,19:20,19:30,1.2250,4251.3300,0.0000,0.0000,0.0000,708.5550,0.0000,5292.3284,0.3639
2025-04-14,104,118,19:30,19:40,1.2747,4431.5940,0.0000,0.0000,0.0000,738.5990,0.0000,4471.6628,0.3639
2025-04-14,104,119,19:40,19:50,1.3311,4503.6610,0.0071,0.0000,0.0000,750.6090,0.0000,3637.6528,0.3639
2025-04-14,104,120,19:50,20:00,1.3446,4362.7800,0.0000,0.0000,0.0000,727.1300,0.0000,2829.7306,0.3639
2025-04-14,104,121,20:00,20:10,1.2842,4239.1401,0.0000,0.0000,0.0000,706.5233,0.0000,2044.7047,0.3639
2025-04-14,104,122,20:10,20:20,1.2153,4238.5110,0.0000,706.4185,0.0000,0.0000,0.0000,2044.7047,0.3639
2025-04-14,104,123,20:20,20:30,1.2192,4339.0800,0.0000,699.2775,0.0000,23.9025,0.0000,2018.1463,0.3639
2025-04-14,104,124,20:30,20:40,1.3015,4417.9902,0.0000,0.0000,0.0000,736.3317,0.0000,1200.0000,0.3639
2025-04-14,104,125,20:40,20:50,1.2113,4330.1449,0.0000,721.6908,0.0000,0.0000,0.0000,1200.0000,0.3639
2025-04-14,104,126,20:50,21:00,0.9976,4200.5900,0.0000,700.0983,0.0000,0.0000,0.0000,1200.0000,0.3639
2025-04-14,104,127,21:00,21:10,0.9601,4286.3363,0.0000,714.3894,0.0000,0.0000,0.0000,1200.0000,0.3639
2025-04-14,104,128,21:10,21:20,0.9560,4296.4448,0.0000,716.0741,0.0000,0.0000,0.0000,1200.0000,0.3639
2025-04-14,104,129,21:20,21:30,0.9458,4321.7800,0.0000,720.2967,0.0000,0.0000,0.0000,1200.0000,0.3639
2025-04-14,104,130,21:30,21:40,1.0010,4627.6808,0.0000,771.2801,0.0000,0.0000,0.0000,1200.0000,0.3639
2025-04-14,104,131,21:40,21:50,0.7863,4162.9254,0.0000,693.8209,0.0000,0.0000,0.0000,1200.0000,0.3639
2025-04-14,104,132,21:50,22:00,0.4069,3197.1300,0.0000,532.8550,0.0000,0.0000,0.0000,1200.0000,0.3639
2025-04-14,104,133,22:00,22:10,0.3437,3138.0170,0.0000,1356.3362,833.3333,0.0000,0.0000,1950.0000,0.3639
2025-04-14,104,134,22:10,22:20,0.4105,3351.8678,0.0000,558.6446,0.0000,0.0000,0.0000,1950.0000,0.3639
2025-04-14,104,135,22:20,22:30,0.4284,3335.7500,0.0000,555.9583,0.0000,0.0000,0.0000,1950.0000,0.3639
2025-04-14,104,136,22:30,22:40,0.4135,3238.9110,0.0000,539.8185,0.0000,0.0000,0.0000,1950.0000,0.3639
2025-04-14,104,137,22:40,22:50,0.4375,3180.9380,0.0000,530.1563,0.0000,0.0000,0.0000,1950.0000,0.3639
2025-04-14,104,138,22:50,23:00,0.4740,3243.6400,0.0000,0.0000,0.0000,540.6067,0.0000,1349.3259,0.3639
2025-04-14,104,139,23:00,23:10,0.4279,3415.8745,0.0000,569.3124,0.0000,0.0000,0.0000,1349.3259,0.3639
2025-04-14,104,140,23:10,23:20,0.3692,3424.5913,0.0000,570.7652,0.0000,0.0000,0.0000,1349.3259,0.3639
2025-04-14,104,141,23:20,23:30,0.3638,3328.0600,0.0000,554.6767,0.0000,0.0000,0.0000,1349.3259,0.3639
2025-04-14,104,142,23:30,23:40,0.4118,3427.2534,0.0000,571.2089,0.0000,0.0000,0.0000,1349.3259,0.3639
2025-04-14,104,143,23:40,23:50,0.4389,3427.0738,0.0000,436.7856,0.0000,134.3933,0.0000,1200.0000,0.3639
2025-04-14,104,144,23:50,24:00,0.4372,3317.7500,0.0000,552.9583,0.0000,0.0000,0.0000,1200.0000,0.3639
2025-04-15,105,1,0:00,0:10,0.4560,3393.4435,0.0000,565.5739,0.0000,0.0000,0.0000,1200.0000,0.4077
2025-04-15,105,2,0:10,0:20,0.4383,3422.0494,0.0000,570.3416,0.0000,0.0000,0.0000,1200.0000,0.4077
2025-04-15,105,3,0:20,0:30,0.3894,3326.5200,0.0000,1387.7533,833.3333,0.0000,0.0000,1950.0000,0.4077
2025-04-15,105,4,0:30,0:40,0.3817,3277.6123,0.0000,1379.6020,833.3333,0.0000,0.0000,2700.0000,0.4077
2025-04-15,105,5,0:40,0:50,0.4017,3272.8760,0.0000,1378.8127,833.3333,0.0000,0.0000,3450.0000,0.4077
2025-04-15,105,6,0:50,1:00,0.4128,3294.1900,0.0000,1068.9041,519.8724,0.0000,0.0000,3917.8852,0.4077
2025-04-15,105,7,1:00,1:10,0.4002,3362.4668,0.0000,1393.7445,833.3333,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,8,1:10,1:20,0.4367,3523.2995,0.0000,587.2166,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,9,1:20,1:30,0.4858,3643.4000,0.0000,607.2333,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,10,1:30,1:40,0.4435,3538.7245,0.0000,589.7874,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,11,1:40,1:50,0.4490,3538.7320,0.0000,589.7887,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,12,1:50,2:00,0.4954,3595.3200,0.0000,599.2200,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,13,2:00,2:10,0.4409,3377.4413,0.0000,562.9069,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,14,2:10,2:20,0.4287,3418.2360,0.0000,569.7060,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,15,2:20,2:30,0.4688,3655.6900,0.0000,609.2817,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,16,2:30,2:40,0.4271,3488.6277,0.0000,581.4380,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,17,2:40,2:50,0.4128,3400.6198,0.0000,566.7700,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,18,2:50,3:00,0.4474,3569.8300,0.0000,594.9717,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,19,3:00,3:10,0.4377,3660.0534,0.0000,610.0089,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,20,3:10,3:20,0.4321,3620.8208,0.0000,603.4701,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,21,3:20,3:30,0.4356,3500.7300,0.0000,583.4550,0.0000,0.0000,0.0000,4667.8852,0.4077
2025-04-15,105,22,3:30,3:40,0.4033,3393.6544,0.0000,1398.9424,833.3333,0.0000,0.0000,5417.8852,0.4077
2025-04-15,105,23,3:40,3:50,0.4080,3476.5039,0.0000,1412.7506,833.3333,0.0000,0.0000,6167.8852,0.4077
2025-04-15,105,24,3:50,4:00,0.4449,3644.6900,0.0000,607.4483,0.0000,0.0000,0.0000,6167.8852,0.4077
2025-04-15,105,25,4:00,4:10,0.4303,3590.7695,0.0083,598.4602,0.0000,0.0000,0.0000,6167.8852,0.4077
2025-04-15,105,26,4:10,4:20,0.3937,3407.0652,0.0000,1401.1775,833.3333,0.0000,0.0000,6917.8852,0.4077
2025-04-15,105,27,4:20,4:30,0.3965,3359.3800,0.0000,1393.2300,833.3333,0.0000,0.0000,7667.8852,0.4077
2025-04-15,105,28,4:30,4:40,0.4611,3609.5628,0.1156,601.5745,0.0000,0.0000,0.0000,7667.8852,0.4077
2025-04-15,105,29,4:40,4:50,0.4543,3651.0610,0.0000,608.5102,0.0000,0.0000,0.0000,7667.8852,0.4077
2025-04-15,105,30,4:50,5:00,0.3861,3453.0800,0.0000,1408.8467,833.3333,0.0000,0.0000,8417.8852,0.4077
2025-04-15,105,31,5:00,5:10,0.4082,3488.6969,1.6100,1414.5145,833.3333,0.0000,0.0000,9167.8852,0.4077
2025-04-15,105,32,5:10,5:20,0.5074,3669.8969,0.0000,611.6495,0.0000,0.0000,0.0000,9167.8852,0.4077
2025-04-15,105,33,5:20,5:30,0.5198,3714.5000,0.0000,0.0000,0.0000,619.0833,0.0000,8480.0148,0.4077
2025-04-15,105,34,5:30,5:40,0.3440,3536.1652,63.2355,1412.1549,833.3333,0.0000,0.0000,9230.0148,0.4077
2025-04-15,105,35,5:40,5:50,0.5256,3963.9241,248.2576,0.0000,0.0000,619.2778,0.0000,8541.9284,0.4077
2025-04-15,105,36,5:50,6:00,0.9553,4798.9200,519.9000,0.0000,0.0000,713.1700,0.0000,7749.5173,0.4077
2025-04-15,105,37,6:00,6:10,0.9554,4953.3688,775.0982,0.0000,0.0000,696.3784,0.0000,6975.7635,0.4077
2025-04-15,105,38,6:10,6:20,0.8305,4797.6279,1039.9097,0.0000,0.0000,626.2864,0.0000,6279.8897,0.4077
2025-04-15,105,39,6:20,6:30,0.8113,4736.1600,1319.1375,0.0000,0.0000,569.5038,0.0000,5647.1078,0.4077
2025-04-15,105,40,6:30,6:40,0.8193,4795.6686,1583.1907,0.0000,0.0000,535.4130,0.0000,5052.2045,0.4077
2025-04-15,105,41,6:40,6:50,0.8538,4869.3788,1880.7074,0.0000,0.0000,498.1119,0.0000,4498.7468,0.4077
2025-04-15,105,42,6:50,7:00,0.8565,4834.0400,2217.5625,0.0000,0.0000,436.0796,0.0000,4014.2139,0.4077
2025-04-15,105,43,7:00,7:10,0.7525,4662.4303,2561.7515,0.0000,0.0000,350.1131,0.0000,3625.1994,0.4077
2025-04-15,105,44,7:10,7:20,0.7089,4641.0984,2974.4535,0.0000,0.0000,277.7741,0.0000,3316.5614,0.4077
2025-04-15,105,45,7:20,7:30,0.7176,4727.7200,3382.0500,0.0000,0.0000,224.2783,0.0000,3067.3633,0.4077
2025-04-15,105,46,7:30,7:40,0.6541,4732.9139,3626.7727,0.0000,0.0000,184.3569,0.0000,2862.5223,0.4077
2025-04-15,105,47,7:40,7:50,0.8515,5444.6742,3845.3713,0.0000,0.0000,266.5505,0.0000,2566.3551,0.4077
2025-04-15,105,48,7:50,8:00,1.1791,6464.6900,4158.3750,0.0000,0.0000,384.3858,0.0000,2139.2597,0.4077
2025-04-15,105,49,8:00,8:10,1.1370,6506.9404,4574.3006,0.0000,0.0000,322.1066,0.0000,1781.3635,0.4077
2025-04-15,105,50,8:10,8:20,1.0511,6429.5858,5023.4186,0.0000,0.0000,234.3612,0.0000,1520.9621,0.4077
2025-04-15,105,51,8:20,8:30,1.0766,6608.0900,5495.2875,0.0000,0.0000,185.4671,0.0000,1314.8876,0.4077
2025-04-15,105,52,8:30,8:40,1.0402,6555.5697,6007.7590,0.0000,0.0000,91.3018,0.0000,1213.4412,0.4077
2025-04-15,105,53,8:40,8:50,0.9891,6463.9032,6391.3209,0.0000,0.0000,12.0971,0.0000,1200.0000,0.4077
2025-04-15,105,54,8:50,9:00,0.9761,6480.8200,6675.2625,0.0000,32.4071,0.0000,0.0000,1229.1664,0.4077
2025-04-15,105,55,9:00,9:10,0.9909,6527.8343,7031.3848,0.0000,83.9251,0.0000,0.0000,1304.6989,0.4077
2025-04-15,105,56,9:10,9:20,0.9825,6523.8899,7232.7698,0.0000,118.1466,0.0000,0.0000,1411.0309,0.4077
2025-04-15,105,57,9:20,9:30,0.9113,6422.9800,7341.9750,0.0000,153.1658,0.0000,0.0000,1548.8802,0.4077
2025-04-15,105,58,9:30,9:40,0.7907,6261.5417,7687.4738,0.0000,237.6554,0.0000,0.0000,1762.7700,0.4077
2025-04-15,105,59,9:40,9:50,0.7564,6261.1172,8094.1400,0.0000,305.5038,0.0000,0.0000,2037.7234,0.4077
2025-04-15,105,60,9:50,10:00,0.8190,6420.7100,8260.9875,0.0000,306.7129,0.0000,0.0000,2313.7650,0.4077
2025-04-15,105,61,10:00,10:10,0.8549,6512.1648,8069.0534,0.0000,259.4814,0.0000,0.0000,2547.2983,0.4077
2025-04-15,105,62,10:10,10:20,0.8267,6477.3185,8080.8098,0.0000,267.2485,0.0000,0.0000,2787.8220,0.4077
2025-04-15,105,63,10:20,10:30,0.7998,6413.3400,8363.0250,0.0000,324.9475,0.0000,0.0000,3080.2748,0.4077
2025-04-15,105,64,10:30,10:40,0.8358,6451.6071,8481.3158,0.0000,338.2848,0.0000,0.0000,3384.7311,0.4077
2025-04-15,105,65,10:40,10:50,0.6842,6431.7431,8644.9821,0.0000,368.8732,0.0000,0.0000,3716.7169,0.4077
2025-04-15,105,66,10:50,11:00,0.4172,6368.2100,8872.8000,0.0000,417.4317,0.0000,0.0000,4092.4054,0.4077
2025-04-15,105,67,11:00,11:10,0.3878,6420.0451,8896.2030,0.0000,412.6930,0.0000,0.0000,4463.8291,0.4077
2025-04-15,105,68,11:10,11:20,0.4672,6346.0817,8741.1774,0.0000,399.1826,0.0000,0.0000,4823.0935,0.4077
2025-04-15,105,69,11:20,11:30,0.4816,6198.9600,8713.0875,0.0000,419.0212,0.0000,0.0000,5200.2126,0.4077
2025-04-15,105,70,11:30,11:40,0.3899,6265.6599,9083.9245,0.0000,469.7108,0.0000,0.0000,5622.9523,0.4077
2025-04-15,105,71,11:40,11:50,0.3535,6203.8148,9218.8911,330.8206,833.3333,0.0000,0.0000,6372.9523,0.4077
2025-04-15,105,72,11:50,12:00,0.3899,5956.8400,9025.2750,0.0000,511.4058,0.0000,0.0000,6833.2175,0.4077
2025-04-15,105,73,12:00,12:10,0.3744,5854.3676,9000.5739,308.9656,833.3333,0.0000,0.0000,7583.2175,0.4077
