日期,天序号,时段序号,时段起,时段止,电价_元每kWh,负载_kW,光伏实际_kW,光伏预报0_kW,光伏预报6_kW,光伏预报12_kW,光伏预报18_kW,计划购电量_kWh,调整购电量_kWh,欠取量_kWh,超用量_kWh,充电量_kWh,放电量_kWh,紧急购电量_kWh,弃光电量_kWh,时段末储电量_kWh,终端余值单价_元每kWh
2025-03-14,73,115,19:00,19:10,1.1030,2653.3021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,442.2170,0.0000,0.0000,6409.5721,0.2999
2025-03-14,73,116,19:10,19:20,1.0946,2602.3083,0.0107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,433.7180,0.0000,0.0018,5927.6632,0.2999
2025-03-14,73,117,19:20,19:30,1.0864,2570.9600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,428.4933,0.0000,0.0000,5451.5595,0.2999
2025-03-14,73,118,19:30,19:40,1.1241,2803.6429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,467.2738,0.0000,0.0000,4932.3664,0.2999
2025-03-14,73,119,19:40,19:50,1.1492,2930.1418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,488.3570,0.0000,0.0000,4389.7475,0.2999
2025-03-14,73,120,19:50,20:00,1.1340,2825.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,470.9400,0.0000,0.0000,3866.4808,0.2999
2025-03-14,73,121,20:00,20:10,1.1087,2729.1850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,454.8642,0.0000,0.0000,3361.0762,0.2999
2025-03-14,73,122,20:10,20:20,1.1011,2724.6763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,454.1127,0.0000,0.0000,2856.5065,0.2999
2025-03-14,73,123,20:20,20:30,1.1326,2783.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,463.8950,0.0000,0.0000,2341.0676,0.2999
2025-03-14,73,124,20:30,20:40,1.1755,2821.0911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,470.1818,0.0000,0.0000,1818.6434,0.2999
2025-03-14,73,125,20:40,20:50,1.0433,2809.5907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,468.2651,0.0000,0.0000,1298.3488,0.2999
2025-03-14,73,126,20:50,21:00,0.7976,2732.8800,0.0000,0.0000,0.0000,0.0000,0.0000,455.4800,455.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1298.3488,0.2999
2025-03-14,73,127,21:00,21:10,0.7090,2612.6006,0.0000,0.0000,0.0000,0.0000,0.0000,435.4334,435.4334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1298.3488,0.2999
2025-03-14,73,128,21:10,21:20,0.7328,2621.0388,0.0000,0.0000,0.0000,0.0000,0.0000,436.8398,436.8398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1298.3488,0.2999
2025-03-14,73,129,21:20,21:30,0.7950,2744.9100,0.0000,0.0000,0.0000,0.0000,0.0000,457.4850,457.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1298.3488,0.2999
2025-03-14,73,130,21:30,21:40,0.8307,2768.7339,0.0000,0.0000,0.0000,0.0000,0.0000,366.8944,372.9417,0.0000,6.0473,0.0000,88.5139,0.0000,0.0000,1200.0000,0.2999
2025-03-14,73,131,21:40,21:50,0.6202,2571.4056,0.0000,0.0000,0.0000,0.0000,0.0000,428.5676,428.5676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,0.2999
2025-03-14,73,132,21:50,22:00,0.2948,2288.1400,0.0000,0.0000,0.0000,0.0000,0.0000,381.3567,381.3567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,0.2999
2025-03-14,73,133,22:00,22:10,0.2370,2198.1132,0.0000,0.0000,0.0000,0.0000,0.0000,1199.6855,1199.6855,0.0000,0.0000,833.3333,0.0000,0.0000,0.0000,1950.0000,0.2999
2025-03-14,73,134,22:10,22:20,0.2843,2237.2507,0.0000,0.0000,0.0000,0.0000,0.0000,372.8751,372.8751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1950.0000,0.2999
2025-03-14,73,135,22:20,22:30,0.3099,2298.5400,0.0000,0.0000,0.0000,0.0000,0.0000,383.0900,383.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1950.0000,0.2999
2025-03-14,73,136,22:30,22:40,0.3428,2335.9814,0.0000,0.0000,0.0000,0.0000,0.0000,106.1519,106.1519,0.0000,0.0000,0.0000,283.1783,0.0000,0.0000,1635.3574,0.2999
2025-03-14,73,137,22:40,22:50,0.3341,2363.7039,0.0000,0.0000,0.0000,0.0000,0.0000,393.9506,393.9506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1635.3574,0.2999
2025-03-14,73,138,22:50,23:00,0.3022,2357.9600,0.0000,0.0000,0.0000,0.0000,0.0000,392.9933,392.9933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1635.3574,0.2999
2025-03-14,73,139,23:00,23:10,0.3214,2303.4000,0.0000,0.0000,0.0000,0.0000,0.0000,383.9000,383.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1635.3574,0.2999
2025-03-14,73,140,23:10,23:20,0.3368,2411.8558,0.0000,0.0000,0.0000,0.0000,0.0000,401.9760,401.9760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1635.3574,0.2999
2025-03-14,73,141,23:20,23:30,0.3227,2587.4400,0.0000,0.0000,0.0000,0.0000,0.0000,431.2400,431.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1635.3574,0.2999
2025-03-14,73,142,23:30,23:40,0.3136,2501.1770,0.0000,0.0000,0.0000,0.0000,0.0000,416.8628,416.8628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1635.3574,0.2999
2025-03-14,73,143,23:40,23:50,0.3346,2347.4960,0.0000,0.0000,0.0000,0.0000,0.0000,391.2493,391.2493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1635.3574,0.2999
2025-03-14,73,144,23:50,24:00,0.3712,2350.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,391.8217,0.0000,0.0000,1200.0000,0.2999
2025-03-15,74,1,0:00,0:10,0.3796,2545.3728,0.0000,0.0000,0.0000,0.0000,0.0000,424.2288,424.2288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,0.3998
2025-03-15,74,2,0:10,0:20,0.3476,2636.3141,0.0000,0.0000,0.0000,0.0000,0.0000,439.3857,439.3857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,0.3998
2025-03-15,74,3,0:20,0:30,0.3179,2592.1700,0.0000,0.0000,0.0000,0.0000,0.0000,1265.3617,1265.3617,0.0000,0.0000,833.3333,0.0000,0.0000,0.0000,1950.0000,0.3998
2025-03-15,74,4,0:30,0:40,0.3418,2625.0717,0.0000,0.0000,0.0000,0.0000,0.0000,437.5120,437.5120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1950.0000,0.3998
2025-03-15,74,5,0:40,0:50,0.3233,2561.0927,0.0000,0.0000,0.0000,0.0000,0.0000,1260.1821,1260.1821,0.0000,0.0000,833.3333,0.0000,0.0000,0.0000,2700.0000,0.3998
2025-03-15,74,6,0:50,1:00,0.2766,2457.9100,0.0000,0.0000,0.0000,0.0000,0.0000,1242.9850,1242.9850,0.0000,0.0000,833.3333,0.0000,0.0000,0.0000,3450.0000,0.3998
2025-03-15,74,7,1:00,1:10,0.3137,2567.8591,0.0000,0.0000,0.0000,0.0000,0.0000,1261.3098,1261.3098,0.0000,0.0000,833.3333,0.0000,0.0000,0.0000,4200.0000,0.3998
2025-03-15,74,8,1:10,1:20,0.3515,2609.6729,0.0000,0.0000,0.0000,0.0000,0.0000,434.9455,434.9455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4200.0000,0.3998
2025-03-15,74,9,1:20,1:30,0.3542,2514.2900,0.0000,0.0000,0.0000,0.0000,0.0000,419.0483,419.0483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4200.0000,0.3998
2025-03-15,74,10,1:30,1:40,0.3632,2497.0010,0.0000,0.0000,0.0000,0.0000,0.0000,416.1668,416.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4200.0000,0.3998
2025-03-15,74,11,1:40,1:50,0.3388,2517.0807,0.0000,0.0000,0.0000,0.0000,0.0000,419.5134,419.5134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4200.0000,0.3998
2025-03-15,74,12,1:50,2:00,0.3126,2547.5900,0.0000,0.0000,0.0000,0.0000,0.0000,1257.9317,1257.9317,0.0000,0.0000,833.3333,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,13,2:00,2:10,0.3623,2618.0306,0.0000,0.0000,0.0000,0.0000,0.0000,436.3384,436.3384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,14,2:10,2:20,0.3853,2663.0304,0.0000,0.0000,0.0000,0.0000,0.0000,443.8384,443.8384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,15,2:20,2:30,0.3603,2726.3100,0.0000,0.0000,0.0000,0.0000,0.0000,454.3850,454.3850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,16,2:30,2:40,0.3635,2879.3777,0.0000,0.0000,0.0000,0.0000,0.0000,479.8963,479.8963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,17,2:40,2:50,0.3562,2793.1110,0.0000,0.0000,0.0000,0.0000,0.0000,465.5185,465.5185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,18,2:50,3:00,0.3386,2561.1500,0.0000,0.0000,0.0000,0.0000,0.0000,426.8583,426.8583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,19,3:00,3:10,0.3560,2606.9016,0.0000,0.0000,0.0000,0.0000,0.0000,434.4836,434.4836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,20,3:10,3:20,0.3564,2595.7133,0.0000,0.0000,0.0000,0.0000,0.0000,432.6189,432.6189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,21,3:20,3:30,0.3314,2462.4700,0.0000,0.0000,0.0000,0.0000,0.0000,410.4117,410.4117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,22,3:30,3:40,0.3292,2506.2510,0.0000,0.0000,0.0000,0.0000,0.0000,417.7085,417.7085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,23,3:40,3:50,0.3489,2625.2954,0.0000,0.0000,0.0000,0.0000,0.0000,437.5492,437.5492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,24,3:50,4:00,0.3479,2649.9000,0.0000,0.0000,0.0000,0.0000,0.0000,441.6500,441.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4950.0000,0.3998
2025-03-15,74,25,4:00,4:10,0.2969,2540.3771,0.0000,0.0000,0.0000,0.0000,0.0000,1256.7295,1256.7295,0.0000,0.0000,833.3333,0.0000,0.0000,0.0000,5700.0000,0.3998
2025-03-15,74,26,4:10,4:20,0.3254,2607.9815,0.0000,0.0000,0.0000,0.0000,0.0000,517.4295,517.4295,0.0000,0.0000,82.7659,0.0000,0.0000,0.0000,5774.4893,0.3998
2025-03-15,74,27,4:20,4:30,0.4087,2805.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,467.5133,0.0000,0.0000,5255.0300,0.3998
2025-03-15,74,28,4:30,4:40,0.3858,2763.8136,0.0111,0.0000,0.0000,0.0000,0.0000,460.6356,460.6356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,5255.0300,0.3998
2025-03-15,74,29,4:40,4:50,0.3287,2618.9869,0.0000,0.0000,0.0000,0.0000,0.0000,436.4978,436.4978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5255.0300,0.3998
2025-03-15,74,30,4:50,5:00,0.3198,2606.8100,0.0000,0.0000,0.0000,0.0000,0.0000,1267.8017,1267.8017,0.0000,0.0000,833.3333,0.0000,0.0000,0.0000,6005.0300,0.3998
2025-03-15,74,31,5:00,5:10,0.3702,2818.0608,0.1539,0.0000,0.0000,0.0000,0.0000,469.6768,469.6768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0256,6005.0300,0.3998
2025-03-15,74,32,5:10,5:20,0.4078,2894.7719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,482.4620,0.0000,0.0000,5468.9612,0.3998
2025-03-15,74,33,5:20,5:30,0.3854,2738.6500,0.0000,0.0000,0.0000,0.0000,0.0000,456.4417,456.4417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5468.9612,0.3998
2025-03-15,74,34,5:30,5:40,0.3485,2601.7604,2.1439,0.0000,0.0000,0.0000,0.0000,433.6267,433.6267,0.0000,0.0000,0.0000,0.0000,0.0000,0.3573,5468.9612,0.3998
2025-03-15,74,35,5:40,5:50,0.5154,2641.8271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,440.3045,0.0000,0.0000,4979.7339,0.3998
2025-03-15,74,36,5:50,6:00,0.7653,2770.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,461.6967,0.0000,0.0000,4466.7376,0.3998
2025-03-15,74,37,6:00,6:10,0.7501,2775.8331,73.4501,207.6359,220.6293,220.6293,220.6293,0.0000,0.0000,0.0000,0.0000,0.0000,425.8673,24.5299,0.0000,3993.5517,0.3998
2025-03-15,74,38,6:10,6:20,0.7210,2820.4064,248.1575,415.2718,441.2586,441.2586,441.2586,0.0000,0.0000,0.0000,0.0000,0.0000,396.5246,32.1835,0.0000,3552.9688,0.3998
2025-03-15,74,39,6:20,6:30,0.7496,2864.6100,499.6875,622.9077,661.8880,661.8880,661.8880,0.0000,0.0000,0.0000,0.0000,0.0000,367.1203,27.0334,0.0000,3145.0573,0.3998
2025-03-15,74,40,6:30,6:40,0.6678,2736.0091,767.3809,830.5436,882.5173,882.5173,882.5173,0.0000,0.0000,0.0000,0.0000,0.0000,308.9153,19.1894,0.0000,2801.8181,0.3998
2025-03-15,74,41,6:40,6:50,0.6702,2884.6784,1051.6584,1038.1795,1103.1466,1103.1466,1103.1466,0.0000,0.0000,0.0000,0.0000,0.0000,296.9220,8.5814,0.0000,2471.9048,0.3998
2025-03-15,74,42,6:50,7:00,0.7478,3219.5500,1341.4125,1245.8154,1323.7759,1323.7759,1323.7759,0.0000,0.0000,0.0000,0.0000,0.0000,315.9624,0.0000,2.9394,2120.8355,0.3998
2025-03-15,74,43,7:00,7:10,0.6865,3185.1181,1611.1224,1570.6676,1640.4998,1640.4998,1640.4998,0.0000,0.0000,0.0000,0.0000,0.0000,257.4364,4.8962,0.0000,1834.7951,0.3998
2025-03-15,74,44,7:10,7:20,0.6355,3147.0295,1886.0712,1895.5197,1957.2237,1957.2237,1957.2237,0.0000,0.0000,0.0000,0.0000,0.0000,198.3010,11.8588,0.0000,1614.4607,0.3998
2025-03-15,74,45,7:20,7:30,0.6292,3226.4500,2181.4875,2220.3719,2273.9477,2273.9477,2273.9477,0.0000,0.0000,0.0000,0.0000,0.0000,158.7504,15.4100,0.0000,1438.0714,0.3998
2025-03-15,74,46,7:30,7:40,0.5719,3161.2348,2499.1328,2545.2241,2590.6716,2590.6716,2590.6716,0.0000,0.0000,0.0000,0.0000,0.0000,95.0939,15.2565,0.0000,1332.4115,0.3998
2025-03-15,74,47,7:40,7:50,0.6687,3081.6772,2875.4267,2870.0762,2907.3955,2907.3955,2907.3955,0.0000,0.0000,0.0000,0.0000,0.0000,29.0470,5.3281,0.0000,1300.1371,0.3998
2025-03-15,74,48,7:50,8:00,0.8834,3126.6300,3271.6125,3194.9284,3224.1194,3224.1194,3224.1194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.1637,1300.1371,0.3998
2025-03-15,74,49,8:00,8:10,0.9410,3274.3213,3608.8707,3525.8993,3525.4993,3525.4993,3525.4993,0.0000,0.0000,0.0000,0.0000,41.8630,0.0000,0.0000,13.8952,1337.8138,0.3998
2025-03-15,74,50,8:10,8:20,0.8815,3255.9743,3978.5320,3856.8702,3826.8791,3826.8791,3826.8791,0.0000,0.0000,0.0000,0.0000,95.1508,0.0000,0.0000,25.2755,1423.4495,0.3998
2025-03-15,74,51,8:20,8:30,0.7961,3108.0500,4379.4750,4187.8410,4128.2590,4128.2590,4128.2590,0.0000,0.0000,0.0000,0.0000,170.0348,0.0000,0.0000,41.8693,1576.4809,0.3998
2025-03-15,74,52,8:30,8:40,0.7405,3156.0570,4699.1467,4518.8119,4429.6389,4429.6389,4429.6389,0.0000,0.0000,0.0000,0.0000,212.2636,0.0000,0.0000,44.9180,1767.5182,0.3998
2025-03-15,74,53,8:40,8:50,0.7490,3413.3483,4925.1585,4849.7828,4731.0187,4731.0187,4731.0187,0.0000,0.0000,0.0000,0.0000,219.6117,0.0000,0.0000,32.3566,1965.1687,0.3998
2025-03-15,74,54,8:50,9:00,0.7939,3707.4800,5122.5000,5180.7537,5032.3986,5032.3986,5032.3986,0.0000,0.0000,0.0000,0.0000,220.8198,0.0000,0.0000,15.0169,2163.9065,0.3998
2025-03-15,74,55,9:00,9:10,0.8055,3840.1362,5354.9264,5182.5062,5071.8667,5071.8667,5071.8667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,252.4650,2163.9065,0.3998
2025-03-15,74,56,9:10,9:20,0.7787,3916.2729,5483.5526,5184.2586,5111.3348,5111.3348,5111.3348,0.0000,0.0000,0.0000,0.0000,199.1770,0.0000,0.0000,62.0363,2343.1658,0.3998
2025-03-15,74,57,9:20,9:30,0.7550,3931.5800,5447.2875,5186.0111,5150.8029,5150.8029,5150.8029,0.0000,0.0000,0.0000,0.0000,203.2038,0.0000,0.0000,49.4141,2526.0493,0.3998
2025-03-15,74,58,9:30,9:40,0.7799,3780.7344,5336.3939,5187.7635,5190.2710,5190.2710,5190.2710,0.0000,0.0000,0.0000,0.0000,234.9228,0.0000,0.0000,24.3538,2737.4797,0.3998
2025-03-15,74,59,9:40,9:50,0.7975,3690.0665,5324.6478,5189.5160,5229.7391,5229.7391,5229.7391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,272.4302,2737.4797,0.3998
2025-03-15,74,60,9:50,10:00,0.7838,3761.8600,5472.1500,5191.2684,5269.2072,5269.2072,5269.2072,0.0000,0.0000,0.0000,0.0000,251.2245,0.0000,0.0000,33.8238,2963.5818,0.3998
2025-03-15,74,61,10:00,10:10,0.7716,3871.3548,5702.6580,5374.9428,5414.9893,5414.9893,5414.9893,0.0000,0.0000,0.0000,0.0000,257.2724,0.0000,0.0000,47.9448,3195.1270,0.3998
2025-03-15,74,62,10:10,10:20,0.7855,3832.9136,5927.0928,5558.6172,5560.7713,5560.7713,5560.7713,0.0000,0.0000,0.0000,0.0000,287.9763,0.0000,0.0000,61.0536,3454.3057,0.3998
2025-03-15,74,63,10:20,10:30,0.8109,3704.4000,6054.5250,5742.2916,5706.5534,5706.5534,5706.5534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,391.6875,3454.3057,0.3998
2025-03-15,74,64,10:30,10:40,0.7795,3706.2421,6072.6450,5925.9660,5852.3355,5852.3355,5852.3355,0.0000,0.0000,0.0000,0.0000,191.2230,0.0000,0.0000,203.1775,3626.4063,0.3998
2025-03-15,74,65,10:40,10:50,0.5681,3693.6856,6264.6162,6109.6404,5998.1175,5998.1175,5998.1175,0.0000,0.0000,0.0000,0.0000,384.0720,0.0000,0.0000,44.4164,3972.0711,0.3998
2025-03-15,74,66,10:50,11:00,0.3092,3661.0500,6545.6625,6293.3148,6143.8996,6143.8996,6143.8996,0.0000,0.0000,0.0000,0.0000,413.8083,0.0000,0.0000,66.9605,4344.4986,0.3998
2025-03-15,74,67,11:00,11:10,0.2881,3738.3016,6551.8536,6340.2815,6117.4926,6117.4926,6117.4926,0.0000,0.0000,0.0000,0.0000,396.5318,0.0000,0.0000,72.3935,4701.3772,0.3998
2025-03-15,74,68,11:10,11:20,0.3362,3680.1062,6548.6970,6387.2482,6091.0856,6091.0856,6091.0856,0.0000,0.0000,0.0000,0.0000,401.8299,0.0000,0.0000,76.2686,5063.0241,0.3998
2025-03-15,74,69,11:20,11:30,0.3584,3482.8700,6481.9875,6434.2149,6064.6786,6064.6786,6064.6786,0.0000,0.0000,0.0000,0.0000,430.3014,0.0000,0.0000,69.5515,5450.2954,0.3998
2025-03-15,74,70,11:30,11:40,0.4168,3437.3200,6080.5621,6481.1815,6038.2716,6038.2716,6038.2716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,440.5404,5450.2954,0.3998
2025-03-15,74,71,11:40,11:50,0.4468,3644.7330,6089.4915,6528.1482,6011.8646,6011.8646,6011.8646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,407.4598,5450.2954,0.3998
2025-03-15,74,72,11:50,12:00,0.3988,3831.8200,6520.3125,6575.1149,5985.4576,5985.4576,5985.4576,0.0000,0.0000,0.0000,0.0000,358.9396,0.0000,0.0000,89.1425,5773.3411,0.3998
2025-03-15,74,73,12:00,12:10,0.3009,3616.5426,6655.8988,6533.6470,5990.9670,6127.2361,6127.2361,0.0000,0.0000,0.0000,0.0000,418.4489,0.0000,0.0000,88.1105,6149.9451,0.3998
2025-03-15,74,74,12:10,12:20,0.2890,3454.8839,6812.6518,6492.1791,5996.4764,6269.0146,6269.0146,0.0000,0.0000,0.0000,0.0000,469.0218,0.0000,0.0000,90.6062,6572.0647,0.3998
2025-03-15,74,75,12:20,12:30,0.3267,3539.6800,7044.5250,6450.7112,6001.9857,6410.7931,6410.7931,0.0000,0.0000,0.0000,0.0000,478.5188,0.0000,0.0000,105.6220,7002.7316,0.3998
2025-03-15,74,76,12:30,12:40,0.2813,3632.7078,7004.1057,6409.2433,6007.4951,6552.5715,6552.5715,0.0000,0.0000,0.0000,0.0000,486.6440,0.0000,0.0000,75.2557,7440.7112,0.3998
2025-03-15,74,77,12:40,12:50,0.4085,3676.6594,6862.2174,6367.7754,6013.0045,6694.3500,6694.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,530.9263,7440.7112,0.3998
2025-03-15,74,78,12:50,13:00,0.6416,3672.0500,6850.8375,6326.3075,6018.5139,6836.1285,6836.1285,0.0000,0.0000,0.0000,0.0000,527.3464,0.0000,0.0000,2.4515,7915.3230,0.3998
2025-03-15,74,79,13:00,13:10,0.6341,3627.9594,7041.0205,6298.2287,5898.7700,6722.3013,6722.3013,0.0000,0.0000,0.0000,0.0000,515.7236,0.0000,0.0000,53.1199,8379.4743,0.3998
2025-03-15,74,80,13:10,13:20,0.5953,3558.8564,7167.0696,6270.1499,5779.0260,6608.4740,6608.4740,0.0000,0.0000,0.0000,0.0000,508.2696,0.0000,0.0000,93.0993,8836.9169,0.3998
2025-03-15,74,81,13:20,13:30,0.6297,3493.5800,7106.2500,6242.0711,5659.2821,6494.6467,6494.6467,0.0000,0.0000,0.0000,0.0000,500.1778,0.0000,0.0000,101.9339,9287.0769,0.3998
2025-03-15,74,82,13:30,13:40,0.6324,3481.1044,6941.6473,6213.9923,5539.5382,6380.8195,6380.8195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,576.7571,9287.0769,0.3998
2025-03-15,74,83,13:40,13:50,0.6526,3589.9156,6676.1456,6185.9135,5419.7942,6266.9922,6266.9922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,514.3717,9287.0769,0.3998
2025-03-15,74,84,13:50,14:00,0.7041,3697.2800,6332.2125,6157.8347,5300.0503,6153.1650,6153.1650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439.1554,9287.0769,0.3998
2025-03-15,74,85,14:00,14:10,0.7339,3581.7843,5986.0752,6025.8960,5157.1646,5957.2553,5957.2553,0.0000,0.0000,0.0000,0.0000,395.9118,0.0000,0.0000,4.8033,9643.3976,0.3998
2025-03-15,74,86,14:10,14:20,0.7316,3407.2974,5753.2308,5893.9572,5014.2789,5761.3456,5761.3456,0.0000,0.0000,0.0000,0.0000,392.3414,0.0000,1.3525,0.0000,9996.5048,0.3998
2025-03-15,74,87,14:20,14:30,0.7504,3349.4400,5592.8625,5762.0184,4871.3932,5565.4360,5565.4360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,373.9037,9996.5048,0.3998
2025-03-15,74,88,14:30,14:40,0.8188,3444.3938,5368.9953,5630.0797,4728.5075,5369.5263,5369.5263,0.0000,0.0000,0.0000,0.0000,320.8554,0.0000,0.0885,0.0000,10285.2747,0.3998
2025-03-15,74,89,14:40,14:50,0.6790,3525.4692,5219.9480,5498.1409,4585.6218,5173.6166,5173.6166,0.0000,0.0000,0.0000,0.0000,274.6912,0.0000,0.0000,7.7219,10532.4968,0.3998
2025-03-15,74,90,14:50,15:00,0.4321,3558.1900,5178.1500,5366.2022,4442.7361,4977.7069,4977.7069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.9933,10532.4968,0.3998
2025-03-15,74,91,15:00,15:10,0.4555,3626.9436,5105.6938,5110.0649,4212.5110,4711.9376,4711.9376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,246.4584,10532.4968,0.3998
2025-03-15,74,92,15:10,15:20,0.5203,3574.1010,4892.4531,4853.9276,3982.2858,4446.1683,4446.1683,0.0000,0.0000,0.0000,0.0000,145.3446,0.0000,0.0000,74.3808,10663.3069,0.3998
2025-03-15,74,93,15:20,15:30,0.4924,3417.1000,4528.1250,4597.7903,3752.0607,4180.3990,4180.3990,0.0000,0.0000,0.0000,0.0000,25.4323,0.0000,0.0000,159.7385,10686.1960,0.3998
2025-03-15,74,94,15:30,15:40,0.4754,3364.7726,4111.3247,4341.6530,3521.8356,3914.6298,3914.6298,0.0000,0.0000,0.0000,0.0000,91.6429,0.0000,0.0000,32.7825,10768.6745,0.3998
2025-03-15,74,95,15:40,15:50,0.5152,3440.0240,3803.3077,4085.5157,3291.6104,3648.8605,3648.8605,0.0000,0.0000,0.0000,0.0000,34.8061,0.0000,0.0000,25.7412,10800.0000,0.3998
2025-03-15,74,96,15:50,16:00,0.5793,3588.9000,3569.1375,3829.3784,3061.3853,3383.0912,3383.0912,0.0000,34.3015,0.0000,34.3015,0.0000,0.0000,0.0000,31.0077,10800.0000,0.3998
2025-03-15,74,97,16:00,16:10,0.5977,3691.1178,3222.8139,3455.2797,2783.2271,3043.8378,3043.8378,39.3063,107.8800,0.0000,68.5737,0.0000,0.0000,0.0000,29.8293,10800.0000,0.3998
